company,tier,amount_usd,total_funding,latest_round,key_investors,people,cohorts,company_info,homepage
Groupe Mutuel Services SA,Investor,,Groupe Mutuel has not raised any funding rounds; it is a funded company but specific funding details are not disclosed and it is owned by a non-profit foundation.,,,1,registrants,"Groupe Mutuel is a Swiss insurance group active in health and personal insurance, including basic and supplemental health insurance, life insurance, and pension fund management. It operates through several subsidiaries including Groupe Mutuel Services SA, which manages pension funds and health insurance companies. The group serves over 1.3 million insured individuals and has a national presence with multiple service centers across Switzerland.",https://www.groupemutuel.ch
Hudson Bay Capital,Investor,,Unknown,,,1,registrants,Hudson Bay Capital Management is a global multi-strategy investment management firm that employs absolute return strategies and rigorous fundamental analysis. The firm seeks to generate consistent returns uncorrelated with major market indices by investing across the corporate capital structure.,http://hudsonbaycapital.com
Irina Haivas,Investor,,,,"Atomico, Kindred Capital, Lux Capital, Obvious Ventures, M Ventures, Octopus Ventures, LG Corp, Balderton Capital, Amadeus Capital Partners",1,registrants,"Irina Haivas is not a company but a venture capital partner at Atomico, a London-based venture capital firm focused on frontier technologies, healthcare, and biotech. She has also served as a board member at companies such as Kheiron Med, which develops AI-powered health informatics solutions for diagnostic and screening programs, and Healx, a biotech company focused on rare disease therapeutics.",
IXSAR Capital,Investor,,Unknown,,,2,registrants,"IXSAR Capital is a San Francisco-based venture capital firm founded in 2025 that invests in Space Technology, Autonomy, and Robotics. The firm partners early with technical founders to build intelligent systems and advanced infrastructure, providing hands-on support through scale.",http://ixsar.com
"Jet Investment, a. s.",Investor,,Unknown,,,1,registrants,"Jet Investment, a.s. is a Czech-based private equity investment company founded in 1997, focusing on investments in industrial companies within Central Europe. It manages a portfolio of 32 companies across sectors like 3D printing, AI, cybersecurity, and logistics.",https://www.jetinvestment.cz/en
Katko Capital,Investor,,Bootstrapped,,,3,"registrants,speakers","Katko Capital is an asset management company founded in 2019 that invests in a small number of high-quality listed companies, mainly European, considered structural winners. The company manages the Katko Fund, focusing on long-term investment with a stringent stock selection process and independent in-house research.",https://www.katkocapital.com
KHK & Partners,Investor,,Bootstrapped,,,1,registrants,"KHK & Partners is an independent asset management firm established in 2015 in the Dubai International Financial Centre, focusing on institutional quality alternative investments globally. The firm serves high-net-worth individuals, family groups, and institutions in the EMEA region.",https://khkandpartners.com/
L'Agefi,Investor,,Acquired - Investors include LVMH and l'Opinion,Acquired - II (date not specified),"LVMH, l'Opinion",1,registrants,"L'AGEFI is the leading information service for finance professionals in France, supported by a team of 50 expert financial journalists. It covers all sectors of finance including Asset Management, Private Equity, Institutional Investors, Cash & Risk, and Wealth Management. The company also organizes over 30 finance-related events annually, serving as a key platform for professional networking and information dissemination.",https://www.agefi.fr/
Layer Global,Investor,,Unknown,,,1,registrants,"Layer Global is a venture capital firm focused on investing in and being the most important partner to the world's highest-quality, most innovative, and fastest-growing companies. The firm is centered on artificial intelligence and next-generation software, with a focus on backing founders building through structural platform shifts such as AI, cloud, and data-driven systems.",https://layerglobal.com/
Leblon Capital GmbH,Investor,,,,,1,registrants,"Leblon Capital GmbH is a venture capital firm dedicated to investing in early-stage ventures, primarily at the pre-seed and seed stages, with some capacity for Series A investments. The firm focuses on deeptech and technology-heavy sectors including healthcare, industrial technology, fintech, and biotech.",
Leeroy Jenkins Kapital,Investor,,Unknown,,,1,registrants,"Leeroy Jenkins Kapital is a venture capital firm that invests in European gaming studios, with a focus on high-potential genres such as survival games.",https://www.ljk.vc/
Lexelians Venture,Investor,,Unknown,,,2,registrants,"Lexelians Avocats is a business law firm founded in 2012 with offices in Paris and Nice. The firm specializes in corporate law, private equity, mergers and acquisitions, and securities law, serving a diverse clientele including innovative startups and traditional industries.",https://www.lexelians.com/en
lfpi,Investor,,Unknown,,,1,registrants,"LFPI (La Financière Patrimoniale d'Investissement) is an independent multi-specialized investment firm founded in 2002. It operates in private equity, private debt, real estate, asset management, and wealth management, managing over 27 billion euros in assets across Europe, North America, and Asia. The group has about 400 employees and a network of offices in France and other countries.",https://www.lfpi.fr
LJK - Leeroy Jenkins Kapital,Investor,,Unknown,,,1,registrants,"LJK - Leeroy Jenkins Kapital is a specialized investment firm based in Paris that supports Europe's most ambitious video game studios. It focuses on investing in 'Forever Games' with deep gameplay systems and long-term community engagement, particularly in the Survival genre.",https://www.ljk.vc/
M37,Investor,,Unknown,,,2,registrants,"M37 Management LP is a Silicon Valley-based long/short equity hedge fund specializing in artificial intelligence (AI). It provides investment advisory services including asset and wealth management, investment strategies, and financial planning.",https://www.m37.com/
MAKR Venture Fund,Investor,,Unknown,,,1,registrants,"MAKR Venture Fund is a venture capital fund headquartered in London, United Kingdom, focusing on early-stage artificial intelligence and data-driven companies. It invests in startups developing breakthrough technologies across sectors such as Smart Living, AI Infrastructure, Identity and Security, Travel, Transportation and Logistics, Health and Wellness, and Entertainment, Media and Sports.",https://www.makrvf.com/
Mandarine Gestion,Investor,,Bootstrapped,,"LFPI, Financière Dassault, La Banque Postale Asset Management, Crédit Mutuel Arkéa",2,registrants,"Mandarine Gestion is one of the leading independent French asset management companies. It offers innovative investment solutions that contribute to responsible and sustainable financing of the economy. The firm manages a comprehensive range of strategies including equities, bonds, and multi-asset portfolios and is a member of the LFPI group.",http://www.mandarine-gestion.com
