first_name,last_name,job_title,company_name,honorific,bio,photo_url,speaker_id
Neil,Zeghidour,Co-Founder and CEO,Gradium,,"Neil Zeghidour is the co-founder and CEO of Gradium. Neil founded Gradium after a decade of building and leading frontier generative audio teams at Meta and Google DeepMind. Being frustrated by slow and brittle voice assistants , he built the engineering teams that developed the first neural audio codecs  and introduced the first audio LLMs, such as AudioLM, at Google. He later created Kyutai to launch Moshi, the world's first real-time, full-duplex conversational AI , and Hibiki, the first simultaneous speech-to-speech translation system. Today, Gradium is focused on helping developers build natural, real-time voice agents by providing ultra-low latency streaming APIs that transition these breakthroughs from the research lab to production.",https://brella-assets.brella.io/uploads/speaker/photo/412740/d7d7b2dba368a.jpg,412740
Nelson,Griggs,President,Nasdaq,,"Nelson Griggs is President of Nasdaq, leading Nasdaq's Capital Access Platforms division, which is comprised of our Data & Listings, Index, and Workflow & Insights businesses. In this capacity, he is responsible for leading a business that serves over 10,000 corporate clients and 5,000 investor clients across the investment management ecosystem. Nelson served as Executive Vice President of Nasdaq's Corporate Platforms business in his prior role. In this capacity, he oversaw new listings and capital markets, our governance and investor relations  solutions business, and led global business development and relationship management with over 4,000 of our listed companies around the world.  He served previously as Senior Vice President of New Listings and Capital Markets in the U.S. and Asia, attracting some of the highest-profile IPOs and transfers to Nasdaq. Since joining our company in 2001, he has held a range of leadership roles within Listing Services unit including- Senior Vice President, Listing Services, where he was responsible for our U.S. listings business and corporate solutions sales; and Head of Asia Pacific. Prior to joining Nasdaq, Nelson worked at Fidelity Investments and a San Francisco-based start up. He graduated from Denison University in Granville, OH.",https://brella-assets.brella.io/uploads/speaker/photo/405138/e261ce9c1be9e.jpg,405138
Nico,Laqua,CEO & Co-Founder,Corgi,,"Nico Laqua is the co-founder and CEO of Corgi Insurance, an AI-native insurance carrier built for startups. Based in San Francisco, Laqua focuses on rebuilding legacy financial infrastructure with modern software, using artificial intelligence to automate underwriting, claims processing, and policy management.Before founding Corgi in 2024, Laqua co-founded Basket Entertainment, a gaming publisher that grew to more than 150–200 million monthly active users across a portfolio of mobile games. His background combines deep technical expertise with startup building, having previously worked on projects ranging from computational biology research to early AI and virtual reality systems.Laqua studied neuroscience at Columbia University, where he was a Rabi Scholar recognized among the university’s top STEM students. His work today centers on applying large language models and modern software infrastructure to traditionally slow, paper-heavy industries such as insurance.",https://brella-assets.brella.io/uploads/speaker/photo/411086/deb772c688a2f.jpg,411086
Nico,Rosberg,Founder Rosberg Ventures| 2016 F1 World Champion,Rosberg Ventures,,"Nico Rosberg is the 2016 Formula One World Champion and founder of Rosberg Ventures, a technology investment platform with more than $200 million in assets under management. After retiring from Formula One just days after winning the World Championship, he spent years building a second career in venture capital, backing leading technology companies and funds across Europe and Silicon Valley. Today, he is an investor, entrepreneur and commentator on innovation, technology and high performance.",https://brella-assets.brella.io/uploads/speaker/photo/412551/4dc0eb80ba07c.jpg,412551
Nikhil,Benesch,CTO,Turbopuffer,,"Nikhil Benesch has spent over a decade working on database systems. He was an early engineer at Cockroach Labs, focused on distributed SQL, and went on to serve as CTO of Materialize, where he led development of a streaming database built on incremental computation. He is an active open-source contributor, with projects spanning SQL tooling, systems programming in Rust, and developer utilities. Nikhil is now CTO of turbopuffer, a vector and full-text search engine built on object storage and used by companies like Anthropic, Cursor, and Notion.",https://brella-assets.brella.io/uploads/speaker/photo/405096/70f4d3a1f1c2d.jpg,405096
Nikita,Vdovushkin,Product Director of Token Factory,Nebius,,"Nikita Vdovushkin is Product Director, Token Factory at Nebius, based in Amsterdam. He brings a unique blend of cybersecurity and product leadership experience, having previously served as General Manager of the CyberThreat Research Division at BI.ZONE, where he led a 40-person team and grew the division's client base eightfold while turning it profitable.",https://brella-assets.brella.io/uploads/speaker/photo/412716/da0cae266ed30.jpg,412716
Nina dos Santos,dos Santos,Director,Freuds,,"Nina dos Santos is a Director at Freuds in London. Prior to joining the communications agency, she was a television anchor and correspondent for CNN for more than a decade, reporting from Davos to DC and Brussels to Berlin. She has also worked for NBC News, Sky News and Bloomberg Television.Nina has twice won the Alfred duPont Award from Columbia University and she has also been shortlisted for a GLAAD and an Emmy.",https://brella-assets.brella.io/uploads/speaker/photo/413533/26a432420eeae.jpg,413533
Nitzan,Mekel,"VP, Chief AI Officer",eBay,,"Nitzan is the Chief AI Officer at eBay where he runs the company-wide strategy for artificial intelligence and technology innovation. An R&D scientist by training, Nitzan has spent his career developing machine intelligence systems, directly integrated into mission-critical products. Having led enterprise AI organizations across multiple industries, including healthcare, financial services, and ecommerce, Nitzan is a thought leader in the delivery of transformational impact through real-time AI at scale, changing companies’ business models and core value propositions to their customers. Nitzan received his PhD from the University of Chicago, and currently resides in New York as the GM of eBay NYC.",https://brella-assets.brella.io/uploads/speaker/photo/413034/0ba401889f505.jpg,413034
Noam,Salinger,CEO and Co-founder,Impala AI,,"Noam Salinger is the CEO and Co-founder of Impala AI, a company building enterprise infrastructure to run large language models at unlimited scale. Previously, he served as VP of Product at Granulate, which was acquired by Intel for a reported $650M, where he led product strategy and analytics. Under his leadership, Impala AI emerged from stealth with an $11M seed round led by Viola Ventures and NFX. Noam brings deep experience in building and scaling AI and infrastructure products for enterprise environments.",https://brella-assets.brella.io/uploads/speaker/photo/413534/2164275dc7280.jpg,413534
Oliver,Heimes,VC partner,Lakestar,,"Oliver leads Lakestar’s investment team and focuses on transformative technology companies, with a particular eye on bridging European innovation with the US market. He has been instrumental in shaping the firm’s transatlantic thesis and plays an active role in scaling companies across both continents. His investment focus spans deep tech and healthcare, having led or co-led investments in standout companies such as Oscar Health, Cedar Health, Auterion, Public.com, Rhino, Nelly, Harry’s, Aetion Health, Neuralink and Onodrim.",https://brella-assets.brella.io/uploads/speaker/photo/405143/eb1ec02dd0850.jpg,405143
